"wv_mr","pp_o3","alt","o3_mr","pressure","temperature"
-53,6.1999,2.427,0.0813,762.19,13.56
-50.6,6.18,2.433,0.0811,761.81,13.45
-52.6,6.2477,2.439,0.0821,761.34,13.42
2.02,6.2437,2.444,0.0821,760.84,13.41
-22.3,6.2439,2.454,0.0821,760.33,13.44
-14,6.2877,2.46,0.0828,759.84,13.23
4.01,6.2638,2.46,0.0825,759.34,13.26
0,6.216,2.465,0.0819,758.88,13.24
6.01,6.1763,2.47,0.0814,758.42,13.22
13.9,6.2519,2.476,0.0825,757.94,13.11
7.95,6.3235,2.482,0.0835,757.49,13.09
5.96,6.3633,2.487,0.0841,757.01,13.07
5.92,6.3434,2.491,0.0839,756.46,12.95
11.8,6.3593,2.491,0.0841,755.96,12.94
15.8,6.3116,2.508,0.0836,755.41,12.91
5.9,6.2598,2.514,0.0829,754.89,12.88
11.7,6.2121,2.514,0.0823,754.44,12.71
17.6,6.2996,2.52,0.0836,753.96,12.76
17.6,6.3633,2.526,0.0844,753.52,12.74
11.7,6.3752,2.531,0.0847,753.08,12.65
9.71,6.3754,2.535,0.0847,752.65,12.63
5.82,6.3478,2.539,0.0844,752.2,12.61
3.88,6.2885,2.545,0.0837,751.71,12.59
19.4,6.3212,2.55,0.0841,751.29,12.57
17.3,6.3696,2.561,0.0848,750.81,12.46
11.5,6.4215,2.566,0.0856,750.34,12.36
30.6,6.4852,2.566,0.0865,749.84,12.32
13.3,6.4534,2.57,0.0861,749.27,12.22
-3.8,6.3379,2.576,0.0847,748.65,12.21
-5.69,6.2503,2.582,0.0835,748.18,12.19
-17,6.2583,2.589,0.0837,747.77,12.08
-7.57,6.3578,2.595,0.0851,747.37,12.12
-9.37,6.4374,2.6,0.0862,746.9,11.96
-35.6,6.4812,2.604,0.0868,746.46,11.94
-31.8,6.4653,2.613,0.0867,745.98,11.92
-11.2,6.3618,2.618,0.0853,745.54,11.9
-9.33,6.4056,2.618,0.086,745.09,11.87
11.1,6.4136,2.624,0.0861,744.6,11.77
26.1,6.4414,2.629,0.0866,744.17,11.82
31.7,6.3976,2.634,0.086,743.71,11.81
37.1,6.3499,2.639,0.0854,743.31,11.74
44.5,6.3578,2.644,0.0856,742.92,11.73
22.2,6.4136,2.649,0.0864,742.53,11.7
